genre_1,genre_2,language,original_title,english_title,country,date,status
Drama,Comedy,sv,Roommates,Roommates,UnitedStatesofAmerica,1995-03-01,Released
Drama,Comedy,en,Prêt-à-Porter,Prêt-à-Porter,UnitedStatesofAmerica,1994-12-23,Released
Drama,Mystery,fr,Trois couleurs : Rouge,Three Colors: Red,France,1994-05-27,Released
Drama,Music,fr,Trois couleurs : Bleu,Three Colors: Blue,France,1993-01-10,Released
Comedy,Drama,fr,Trois couleurs : Blanc,Three Colors: White,France,1994-01-26,Released
Drama,,zh,Pao Da Shuang Deng,"Red Firecracker, Green Firecracker",China,1994-10-14,Released
Comedy,Family,en,Rent-a-Kid,Rent-a-Kid,UnitedStatesofAmerica,1995-01-01,Released
Horror,Drama,en,Relative Fear,Relative Fear,Canada,1995-10-03,Released
Comedy,Drama,en,Stuart Saves His Family,Stuart Saves His Family,Germany,1995-04-12,Released
Animation,,en,The Swan Princess,The Swan Princess,UnitedStatesofAmerica,1994-11-18,Released
Drama,Family,en,The Secret of Roan Inish,The Secret of Roan Inish,Ireland,1994-01-01,Released
Action,Thriller,en,The Specialist,The Specialist,Peru,1994-10-07,Released
Action,Adventure,en,Stargate,Stargate,France,1994-10-27,Released
Fantasy,Drama,en,The Santa Clause,The Santa Clause,UnitedStatesofAmerica,1994-11-10,Released
Drama,Crime,en,The Shawshank Redemption,The Shawshank Redemption,UnitedStatesofAmerica,1994-09-23,Released
Crime,Thriller,en,Shallow Grave,Shallow Grave,UnitedKingdom,1994-12-22,Released
Drama,Thriller,en,Suture,Suture,UnitedStatesofAmerica,1993-09-14,Released
Comedy,Drama,es,Fresa y chocolate,Strawberry and Chocolate,Cuba,1993-01-01,Released
Crime,Comedy,en,Swimming with Sharks,Swimming with Sharks,UnitedStatesofAmerica,1994-09-10,Released
Comedy,Drama,en,The Sum of Us,The Sum of Us,Australia,1994-07-12,Released
Comedy,,en,Senior Trip,Senior Trip,Canada,1995-09-08,Released
Drama,Romance,zh,活着,To Live,China,1994-06-30,Released
Action,Comedy,en,Tank Girl,Tank Girl,UnitedStatesofAmerica,1995-03-31,Released
Horror,Comedy,en,Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,UnitedStatesofAmerica,1995-01-13,Released
Science,name:,en,Star Trek: Generations,Star Trek: Generations,UnitedStatesofAmerica,1994-11-17,Released
Crime,Horror,en,Tales from the Hood,Tales from the Hood,UnitedStatesofAmerica,1995-05-24,Released
Drama,Romance,en,Tom & Viv,Tom & Viv,UnitedKingdom,1994-04-15,Released
Thriller,Horror,en,Village of the Damned,Village of the Damned,UnitedStatesofAmerica,1995-04-28,Released
Comedy,,en,Tommy Boy,Tommy Boy,UnitedStatesofAmerica,1995-03-31,Released
Drama,Romance,en,Vanya on 42nd Street,Vanya on 42nd Street,UnitedStatesofAmerica,1994-09-13,Released
Thriller,Crime,en,The Underneath,The Underneath,UnitedStatesofAmerica,1995-04-28,Released
Drama,War,en,The Walking Dead,The Walking Dead,UnitedStatesofAmerica,1995-02-24,Released
Romance,Drama,en,What's Eating Gilbert Grape,What's Eating Gilbert Grape,UnitedStatesofAmerica,1993-12-17,Released
Action,Crime,en,Virtuosity,Virtuosity,UnitedStatesofAmerica,1995-08-04,Released
Comedy,Drama,en,While You Were Sleeping,While You Were Sleeping,UnitedStatesofAmerica,1995-04-21,Released
Drama,,en,The War,The War,UnitedStatesofAmerica,1994-11-04,Released
Comedy,Romance,en,Double Happiness,Double Happiness,Canada,1994-09-07,Released
Drama,Comedy,en,Muriel's Wedding,Muriel's Wedding,Australia,1994-09-29,Released
Comedy,Drama,en,The Baby-Sitters Club,The Baby-Sitters Club,UnitedStatesofAmerica,1995-08-18,Released
Comedy,Mystery,en,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,UnitedStatesofAmerica,1994-02-04,Released
Drama,Comedy,en,"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert",Australia,1994-05-31,Released
Drama,Music,en,Backbeat,Backbeat,Germany,1994-04-01,Released
Thriller,Drama,en,Bitter Moon,Bitter Moon,France,1992-09-02,Released
Action,Comedy,en,Bullets Over Broadway,Bullets Over Broadway,UnitedStatesofAmerica,1994-10-14,Released
Action,Drama,en,Clear and Present Danger,Clear and Present Danger,UnitedStatesofAmerica,1994-08-03,Released
Drama,Thriller,en,The Client,The Client,UnitedStatesofAmerica,1994-07-20,Released
Comedy,Drama,en,"Corrina, Corrina","Corrina, Corrina",UnitedStatesofAmerica,1994-08-12,Released
Comedy,Drama,en,Crooklyn,Crooklyn,UnitedStatesofAmerica,1994-05-13,Released
Fantasy,Action,en,The Crow,The Crow,UnitedStatesofAmerica,1994-05-11,Released
Drama,,en,Cobb,Cobb,UnitedStatesofAmerica,1994-12-02,Released
Fantasy,Comedy,en,The Flintstones,The Flintstones,UnitedStatesofAmerica,1994-05-26,Released
Comedy,Drama,en,Forrest Gump,Forrest Gump,UnitedStatesofAmerica,1994-07-06,Released
Comedy,Drama,en,Four Weddings and a Funeral,Four Weddings and a Funeral,UnitedKingdom,1994-03-09,Released
Romance,Drama,en,Higher Learning,Higher Learning,UnitedStatesofAmerica,1995-01-11,Released
Comedy,Drama,en,I Like It Like That,I Like It Like That,UnitedStatesofAmerica,1994-10-14,Released
Action,Comedy,en,I Love Trouble,I Love Trouble,UnitedStatesofAmerica,1994-06-29,Released
Comedy,Drama,en,It Could Happen to You,It Could Happen to You,UnitedStatesofAmerica,1994-07-29,Released
Adventure,Drama,en,The Jungle Book,The Jungle Book,UnitedStatesofAmerica,1994-12-23,Released
Documentary,Foreign,en,Die Macht der Bilder: Leni Riefenstahl,"The Wonderful, Horrible Life of Leni Riefenstahl",France,1993-09-11,Released
Family,Animation,en,The Lion King,The Lion King,UnitedStatesofAmerica,1994-06-23,Released
Drama,History,en,Little Buddha,Little Buddha,France,1993-12-01,Released
Horror,Thriller,en,New Nightmare,New Nightmare,UnitedStatesofAmerica,1994-10-13,Released
Romance,Comedy,en,The Mask,The Mask,UnitedStatesofAmerica,1994-07-29,Released
Action,Adventure,en,Maverick,Maverick,UnitedStatesofAmerica,1994-05-20,Released
Drama,,en,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,UnitedStatesofAmerica,1994-09-07,Released
Comedy,Crime,en,The Naked Gun 33⅓: The Final Insult,The Naked Gun 33⅓: The Final Insult,UnitedStatesofAmerica,1994-03-18,Released
Comedy,Drama,en,The Paper,The Paper,UnitedStatesofAmerica,1994-03-18,Released
Drama,,en,Reality Bites,Reality Bites,UnitedStatesofAmerica,1994-02-18,Released
Crime,Drama,en,Red Rock West,Red Rock West,UnitedStatesofAmerica,1993-07-08,Released
Comedy,Family,en,Ri¢hie Ri¢h,Ri¢hie Ri¢h,UnitedStatesofAmerica,1994-12-19,Released
Drama,,en,Safe Passage,Safe Passage,UnitedStatesofAmerica,1994-12-01,Released
Action,Adventure,en,The River Wild,The River Wild,UnitedStatesofAmerica,1994-09-30,Released
Action,Adventure,en,Speed,Speed,UnitedStatesofAmerica,1994-06-09,Released
Comedy,Romance,en,Speechless,Speechless,UnitedStatesofAmerica,1994-12-16,Released
Thriller,Science,en,Timecop,Timecop,Japan,1994-09-15,Released
Action,Thriller,en,True Lies,True Lies,UnitedStatesofAmerica,1994-07-14,Released
Drama,Romance,en,When a Man Loves a Woman,When a Man Loves a Woman,UnitedStatesofAmerica,1994-04-29,Released
Fantasy,,en,Wolf,Wolf,UnitedStatesofAmerica,1994-06-17,Released
Drama,Action,en,Wyatt Earp,Wyatt Earp,UnitedStatesofAmerica,1994-06-24,Released
Action,Crime,en,Bad Company,Bad Company,UnitedStatesofAmerica,1995-01-20,Released
Comedy,Drama,en,A Man of No Importance,A Man of No Importance,UnitedKingdom,1994-12-22,Released
Comedy,Drama,en,S.F.W.,S.F.W.,UnitedStatesofAmerica,1994-09-15,Released
Action,Comedy,en,A Low Down Dirty Shame,A Low Down Dirty Shame,UnitedStatesofAmerica,1994-11-23,Released
Drama,,en,"Boys Life: Three Stories of Love, Lust, and Liberation","Boys Life: Three Stories of Love, Lust, and Liberation",UnitedStatesofAmerica,1994-09-30,Released
Drama,,fr,Le colonel Chabert,Colonel Chabert,France,1994-01-01,Released
Action,Crime,en,"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!",UnitedStatesofAmerica,1965-08-06,Released
Crime,Drama,en,Jason's Lyric,Jason's Lyric,UnitedStatesofAmerica,1994-09-28,Released
Animation,Science,en,The Secret Adventures of Tom Thumb,The Secret Adventures of Tom Thumb,UnitedKingdom,1993-12-10,Released
Action,Adventure,en,Street Fighter,Street Fighter,Japan,1994-12-22,Released
Action,Comedy,en,Coldblooded,Coldblooded,UnitedStatesofAmerica,1995-09-15,Released
,,en,Desert Winds,Desert Winds,#N/A,1997-12-31,Released
Action,Adventure,en,Fall Time,Fall Time,UnitedStatesofAmerica,1995-05-13,Released
Horror,Thriller,en,The Fear,The Fear,UnitedStatesofAmerica,1995-01-20,Released
Documentary,,en,Frank and Ollie,Frank and Ollie,UnitedStatesofAmerica,1995-10-20,Released
Romance,Adventure,en,Girl in the Cadillac,Girl in the Cadillac,UnitedStatesofAmerica,1995-10-24,Released
Thriller,Drama,en,Homage,Homage,UnitedStatesofAmerica,1995-05-03,Released
Action,Thriller,en,Mirage,Mirage,#N/A,1995-11-21,Released
Comedy,,en,Open Season,Open Season,UnitedStatesofAmerica,1996-05-03,Released
,,en,Dos Crímenes,Dos Crímenes,#N/A,1995-05-26,Released
Documentary,,en,Brother Minister: The Assassination of Malcolm X,Brother Minister: The Assassination of Malcolm X,#N/A,1995-03-01,Released
Action,Fantasy,en,Highlander III: The Sorcerer,Highlander: The Final Dimension,Canada,1994-11-29,Released
,,en,Federal Hill,Federal Hill,#N/A,1995-02-24,Released
Horror,Mystery,en,In the Mouth of Madness,In the Mouth of Madness,UnitedStatesofAmerica,1994-12-12,Released
Drama,Romance,en,8 Seconds,8 Seconds,UnitedStatesofAmerica,1994-02-25,Released
Crime,Drama,en,Above the Rim,Above the Rim,UnitedStatesofAmerica,1994-03-23,Released
Comedy,Family,en,Addams Family Values,Addams Family Values,UnitedStatesofAmerica,1993-11-19,Released
Comedy,,en,Martin Lawrence: You So Crazy,Martin Lawrence: You So Crazy,UnitedStatesofAmerica,1994-04-27,Released
Drama,Romance,en,The Age of Innocence,The Age of Innocence,UnitedStatesofAmerica,1993-09-17,Released
Comedy,Crime,en,Airheads,Airheads,UnitedStatesofAmerica,1994-08-05,Released
Comedy,Family,en,The Air Up There,The Air Up There,UnitedStatesofAmerica,1994-01-07,Released
Action,Comedy,en,Another Stakeout,Another Stakeout,UnitedStatesofAmerica,1993-07-22,Released
Action,Adventure,en,Bad Girls,Bad Girls,UnitedStatesofAmerica,1994-04-22,Released
Comedy,Drama,en,Barcelona,Barcelona,UnitedStatesofAmerica,1994-07-29,Released
Drama,Comedy,en,Being Human,Being Human,Japan,1994-05-06,Released
Comedy,,en,The Beverly Hillbillies,The Beverly Hillbillies,UnitedStatesofAmerica,1993-10-15,Released
Action,Comedy,en,Beverly Hills Cop III,Beverly Hills Cop III,UnitedStatesofAmerica,1994-05-24,Released
Action,Adventure,en,Black Beauty,Black Beauty,UnitedKingdom,1994-07-29,Released
Mystery,Crime,en,Blink,Blink,UnitedStatesofAmerica,1994-01-26,Released
Drama,Action,en,Blown Away,Blown Away,UnitedStatesofAmerica,1994-07-01,Released
Drama,,en,Blue Chips,Blue Chips,UnitedStatesofAmerica,1994-02-18,Released
Drama,Romance,en,Blue Sky,Blue Sky,UnitedStatesofAmerica,1994-09-16,Released
Horror,Science,en,Body Snatchers,Body Snatchers,UnitedStatesofAmerica,1993-06-09,Released
Drama,Romance,en,Boxing Helena,Boxing Helena,UnitedStatesofAmerica,1993-06-18,Released
Drama,Crime,en,A Bronx Tale,A Bronx Tale,UnitedStatesofAmerica,1993-09-14,Released
Comedy,,en,Cabin Boy,Cabin Boy,UnitedStatesofAmerica,1994-01-07,Released
Drama,Comedy,en,Calendar Girl,Calendar Girl,UnitedStatesofAmerica,1993-09-03,Released
Action,Crime,en,Carlito's Way,Carlito's Way,UnitedStatesofAmerica,1993-11-10,Released
Action,Comedy,en,City Slickers II: The Legend of Curly's Gold,City Slickers II: The Legend of Curly's Gold,UnitedStatesofAmerica,1994-06-10,Released
Comedy,Thriller,en,Clean Slate,Clean Slate,UnitedStatesofAmerica,1994-05-06,Released
Action,Adventure,en,Cliffhanger,Cliffhanger,France,1993-05-28,Released
Comedy,Science,en,Coneheads,Coneheads,UnitedStatesofAmerica,1993-07-23,Released
Drama,Mystery,en,Color of Night,Color of Night,UnitedStatesofAmerica,1994-08-19,Released
Action,Comedy,en,Cops & Robbersons,Cops & Robbersons,UnitedStatesofAmerica,1994-04-15,Released
Western,Action,en,The Cowboy Way,The Cowboy Way,UnitedStatesofAmerica,1994-06-03,Released
Drama,,en,Dangerous Game,Dangerous Game,UnitedStatesofAmerica,1993-11-19,Released
Comedy,,en,Dave,Dave,UnitedStatesofAmerica,1993-05-07,Released
Comedy,Drama,en,Dazed and Confused,Dazed and Confused,UnitedStatesofAmerica,1993-09-24,Released
Crime,Action,en,Demolition Man,Demolition Man,UnitedStatesofAmerica,1993-10-08,Released
Documentary,,en,The Endless Summer 2,The Endless Summer 2,UnitedStatesofAmerica,1994-06-03,Released
Western,Drama,en,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,UnitedStatesofAmerica,1994-05-13,Released
Comedy,,en,Fatal Instinct,Fatal Instinct,UnitedStatesofAmerica,1993-10-29,Released
Drama,,zh,霸王别姬,Farewell My Concubine,China,1993-09-16,Released
Drama,Comedy,en,The Favor,The Favor,UnitedStatesofAmerica,1994-04-29,Released
Drama,,en,Fearless,Fearless,UnitedStatesofAmerica,1993-10-15,Released
Comedy,,en,Fear of a Black Hat,Fear of a Black Hat,UnitedKingdom,1994-10-28,Released
Comedy,Drama,en,With Honors,With Honors,UnitedStatesofAmerica,1994-04-29,Released
Drama,Mystery,en,Flesh and Bone,Flesh and Bone,UnitedStatesofAmerica,1993-11-05,Released
Comedy,Thriller,en,Widows' Peak,Widows' Peak,Ireland,1994-05-13,Released
Comedy,Romance,en,For Love or Money,For Love or Money,UnitedStatesofAmerica,1993-10-01,Released
Drama,Mystery,en,The Firm,The Firm,UnitedStatesofAmerica,1993-06-30,Released
Family,Adventure,en,Free Willy,Free Willy,France,1993-07-16,Released
Crime,Drama,en,Fresh,Fresh,France,1994-08-24,Released
Adventure,Action,en,The Fugitive,The Fugitive,UnitedStatesofAmerica,1993-08-06,Released
History,Action,en,Geronimo: An American Legend,Geronimo: An American Legend,UnitedStatesofAmerica,1993-12-10,Released
Drama,Action,en,The Getaway,The Getaway,Japan,1994-02-11,Released
Family,Comedy,en,Getting Even with Dad,Getting Even with Dad,UnitedStatesofAmerica,1994-06-17,Released
Drama,Romance,en,Go Fish,Go Fish,UnitedStatesofAmerica,1994-06-10,Released
Comedy,Drama,en,A Good Man in Africa,A Good Man in Africa,SouthAfrica,1994-07-14,Released
Drama,Thriller,en,Guilty as Sin,Guilty as Sin,UnitedStatesofAmerica,1993-06-04,Released
Action,Adventure,en,Hard Target,Hard Target,UnitedStatesofAmerica,1993-08-20,Released
History,War,en,Heaven & Earth,Heaven & Earth,France,1993-12-24,Released
Action,Comedy,en,Hot Shots! Part Deux,Hot Shots! Part Deux,UnitedStatesofAmerica,1993-05-21,Released
Comedy,,en,Live Nude Girls,Live Nude Girls,UnitedStatesofAmerica,1995-12-08,Released
Drama,Comedy,en,The Englishman Who Went Up a Hill But Came Down a Mountain,The Englishman Who Went Up a Hill But Came Down a Mountain,UnitedKingdom,1995-05-12,Released
Romance,Drama,en,The House of the Spirits,The House of the Spirits,Denmark,1993-10-19,Released
Comedy,,en,House Party 3,House Party 3,#N/A,1994-01-01,Released
Comedy,Drama,en,The Hudsucker Proxy,The Hudsucker Proxy,Germany,1994-03-11,Released
Comedy,Drama,en,I'll Do Anything,I'll Do Anything,UnitedStatesofAmerica,1994-02-04,Released
Comedy,,en,In the Army Now,In the Army Now,UnitedStatesofAmerica,1994-08-12,Released
Action,Drama,en,In the Line of Fire,In the Line of Fire,UnitedStatesofAmerica,1993-07-08,Released
Drama,,en,In the Name of the Father,In the Name of the Father,UnitedKingdom,1993-12-12,Released
Comedy,Drama,en,The Inkwell,The Inkwell,UnitedStatesofAmerica,1994-04-22,Released
Drama,Music,en,What's Love Got to Do with It,What's Love Got to Do with It,UnitedStatesofAmerica,1993-06-09,Released
Comedy,,en,Jimmy Hollywood,Jimmy Hollywood,UnitedStatesofAmerica,1994-03-30,Released
Action,Thriller,en,Judgment Night,Judgment Night,Japan,1993-10-15,Released
Adventure,Science,en,Jurassic Park,Jurassic Park,UnitedStatesofAmerica,1993-06-11,Released
Thriller,Crime,en,Kalifornia,Kalifornia,UnitedStatesofAmerica,1993-09-01,Released
Action,Crime,en,Killing Zoe,Killing Zoe,France,1993-10-01,Released
Drama,,en,King of the Hill,King of the Hill,UnitedStatesofAmerica,1993-08-20,Released
Action,Adventure,en,Lassie,Lassie,UnitedStatesofAmerica,1994-07-22,Released
Adventure,Fantasy,en,Last Action Hero,Last Action Hero,UnitedStatesofAmerica,1993-06-18,Released
Comedy,Family,en,Life With Mikey,Life With Mikey,UnitedStatesofAmerica,1993-06-04,Released
Action,Comedy,en,Lightning Jack,Lightning Jack,Australia,1994-03-11,Released
Drama,Romance,en,M. Butterfly,M. Butterfly,UnitedStatesofAmerica,1993-09-09,Released
Comedy,,en,Made in America,Made in America,France,1993-05-27,Released
Drama,Crime,en,Malice,Malice,UnitedStatesofAmerica,1993-09-29,Released
Drama,,en,The Man without a Face,The Man without a Face,UnitedStatesofAmerica,1993-08-25,Released
Comedy,Mystery,en,Manhattan Murder Mystery,Manhattan Murder Mystery,UnitedStatesofAmerica,1993-08-18,Released
Drama,Action,en,Menace II Society,Menace II Society,UnitedStatesofAmerica,1993-05-26,Released
Action,Adventure,en,Executive Decision,Executive Decision,UnitedStatesofAmerica,1996-03-15,Released
Drama,Romance,ja,愛のコリーダ,In the Realm of the Senses,Japan,1976-05-15,Released
Thriller,Comedy,en,What Happened Was...,What Happened Was...,UnitedStatesofAmerica,1994-09-09,Released
Drama,Comedy,en,Much Ado About Nothing,Much Ado About Nothing,UnitedKingdom,1993-05-07,Released
Drama,Romance,en,Mr. Jones,Mr. Jones,UnitedStatesofAmerica,1993-10-08,Released
Comedy,Romance,en,Mr. Wonderful,Mr. Wonderful,UnitedStatesofAmerica,1993-10-15,Released
Comedy,Drama,en,Mrs. Doubtfire,Mrs. Doubtfire,UnitedStatesofAmerica,1993-11-24,Released
Comedy,Drama,en,Naked,Naked,UnitedKingdom,1993-09-14,Released
Adventure,,en,The Next Karate Kid,The Next Karate Kid,UnitedStatesofAmerica,1994-07-18,Released
Comedy,Drama,en,The New Age,The New Age,UnitedStatesofAmerica,1994-09-16,Released
Action,Drama,en,No Escape,No Escape,UnitedStatesofAmerica,1994-04-29,Released
Comedy,Drama,en,North,North,UnitedStatesofAmerica,1994-07-22,Released
Romance,Drama,en,Orlando,Orlando,UnitedKingdom,1992-09-01,Released
Crime,Drama,en,A Perfect World,A Perfect World,UnitedStatesofAmerica,1993-11-24,Released
Drama,,en,Philadelphia,Philadelphia,UnitedStatesofAmerica,1993-12-22,Released
Drama,Romance,en,The Piano,The Piano,NewZealand,1993-05-19,Released
Drama,Romance,en,Poetic Justice,Poetic Justice,UnitedStatesofAmerica,1993-07-23,Released
Drama,,en,The Program,The Program,UnitedStatesofAmerica,1993-09-24,Released
Horror,Science,en,The Puppet Masters,The Puppet Masters,UnitedStatesofAmerica,1994-10-21,Released
Comedy,Crime,en,Radioland Murders,Radioland Murders,UnitedStatesofAmerica,1994-10-21,Released
Comedy,,en,The Ref,The Ref,UnitedStatesofAmerica,1994-03-09,Released
Drama,Romance,en,The Remains of the Day,The Remains of the Day,UnitedKingdom,1993-11-05,Released
Comedy,War,en,Renaissance Man,Renaissance Man,Canada,1994-06-03,Released
Action,Drama,en,Rising Sun,Rising Sun,UnitedStatesofAmerica,1993-07-30,Released
Comedy,Romance,en,The Road to Wellville,The Road to Wellville,UnitedStatesofAmerica,1994-10-28,Released
Action,Adventure,en,RoboCop 3,RoboCop 3,UnitedStatesofAmerica,1993-04-17,Released
Comedy,,en,Robin Hood: Men in Tights,Robin Hood: Men in Tights,France,1993-07-28,Released
Action,Crime,en,Romeo Is Bleeding,Romeo Is Bleeding,UnitedKingdom,1993-09-13,Released
